query_id,doc_id,label,bm25_score,tfidf_score,pagerank,ctr,title_match,url_depth,doc_length_norm,freshness,exact_match,domain_authority
104,2,1,3.5174,2.2709,0.2511,0.0061,0.8629,7,0.0285,0.6343,1,0.3491
104,3,1,1.3281,1.6549,0.1379,0.1319,0.99,1,0.0556,0.0287,0,0.5372
104,4,0,1.4806,0.4841,0.5025,0.1324,0.2161,5,0.0155,0.6989,0,0.1331
104,5,1,3.7571,0.893,0.1187,0.2751,0.2853,6,0.0897,0.5784,1,0.5643
104,6,2,6.0753,2.1692,0.4102,0.0783,0.4366,5,0.1185,0.975,0,0.5301
104,7,0,0.3169,1.5531,0.0392,0.2035,0.3466,1,0.0149,0.2002,0,0.3906
104,8,0,8.7542,1.344,0.368,0.0172,0.6456,1,0.0368,0.0837,0,0.255
104,9,0,1.1683,0.673,0.271,0.008,0.1813,4,0.0424,0.8622,0,0.2617
104,10,0,2.5119,0.1435,0.2181,0.1933,0.9039,2,0.0012,0.0702,0,0.4471
104,11,1,0.5105,2.8521,0.0551,0.2077,0.0734,7,0.0407,0.5481,1,0.351
104,12,0,0.9827,2.9934,0.121,0.1295,0.3357,1,0.0189,0.2999,1,0.5626
104,13,1,0.171,1.2831,0.3101,0.2688,0.3394,2,0.0074,0.3764,1,0.2231
104,14,0,2.0206,2.4603,0.3086,0.0983,0.0306,2,0.051,0.3803,0,0.425
104,15,0,0.3173,1.5119,0.5406,0.1854,0.1622,4,0.0464,0.5642,0,0.4288
104,16,0,2.0726,3.3226,0.1042,0.0492,0.7467,6,0.0748,0.1827,1,0.2822
104,17,1,0.5656,8.0397,0.5063,0.0439,0.076,4,0.0312,0.4105,0,0.4937
104,18,0,3.6774,1.1186,0.1768,0.1321,0.0066,3,0.0297,0.6925,0,0.8153
104,19,1,1.1374,0.6011,0.4453,0.0455,0.6636,4,0.0293,0.765,0,0.9501
105,0,2,3.633,2.3654,0.1803,0.1854,0.2264,1,0.0091,0.7797,0,0.1765
105,1,0,1.4139,0.1356,0.1182,0.0029,0.4878,3,0.045,0.4706,0,0.3709
105,2,1,2.6262,0.3643,0.2134,0.032,0.4868,3,0.0125,0.3543,0,0.1277
105,3,1,1.7467,1.1409,0.1524,0.0563,0.1737,3,0.0592,0.157,0,0.4804
105,4,2,4.0671,0.334,0.2923,0.1264,0.7523,2,0.0137,0.7101,0,0.1137
105,5,2,3.5015,2.0159,0.3284,0.1411,0.8145,3,0.0155,0.488,0,0.1726
105,6,2,2.869,0.1433,0.6343,0.1514,0.1248,4,0.0332,0.2483,0,0.1937
105,7,1,2.173,0.8083,0.2049,0.0411,0.9449,7,0.1123,0.2991,1,0.2636
105,8,2,4.6395,0.2526,0.2065,0.0563,0.5162,1,0.0518,0.1712,1,0.5157
105,9,2,4.2237,2.4366,0.1681,0.0287,0.0006,2,0.025,0.1062,0,0.3358
105,10,1,1.7438,0.5832,0.0701,0.0139,0.2224,3,0.0486,0.4917,0,0.0997
105,11,1,0.7104,0.6126,0.3771,0.1108,0.091,5,0.0326,0.6431,0,0.6633
105,12,2,3.1,2.6152,0.2553,0.2144,0.9098,4,0.0355,0.8152,0,0.4903
105,13,4,8.6528,0.6127,0.2192,0.0769,0.4774,2,0.0178,0.3693,1,0.3189
105,14,3,8.0918,1.6528,0.2018,0.1158,0.7409,7,0.0303,0.7437,1,0.2946
105,15,2,3.4197,1.0631,0.3101,0.1857,0.4813,6,0.0403,0.11,0,0.2945
105,16,3,5.5249,3.5525,0.2072,0.0491,0.9985,6,0.0376,0.002,0,0.6538
105,17,1,1.488,0.1022,0.1446,0.1648,0.5135,2,0.0122,0.9572,1,0.702
105,18,2,3.4132,0.5251,0.753,0.0319,0.0685,2,0.1108,0.563,0,0.3012
105,19,1,1.5609,2.39,0.5008,0.0274,0.9547,4,0.0338,0.5557,0,0.2247
106,0,1,0.0903,0.9333,0.3345,0.0632,0.3545,6,0.1097,0.7048,0,0.2086
106,1,1,1.0003,1.5241,0.1386,0.0131,0.6493,6,0.0382,0.4727,0,0.5911
106,2,0,0.0831,0.1427,0.3482,0.0617,0.7286,6,0.0664,0.6606,1,0.5138
106,3,3,2.8601,5.2675,0.0476,0.2394,0.3968,3,0.0166,0.3488,0,0.6314
106,4,1,3.6449,0.1111,0.1243,0.013,0.4927,2,0.0825,0.1548,0,0.0789
106,5,1,0.9604,0.5934,0.0779,0.1293,0.4692,7,0.135,0.5307,0,0.3443
106,6,2,1.2361,5.6989,0.604,0.0476,0.4504,7,0.0754,0.1724,1,0.1882
106,7,2,1.3166,1.4296,0.5121,0.2455,0.0013,1,0.0108,0.1814,0,0.5822
106,8,2,1.7369,4.6184,0.2129,0.0876,0.5711,3,0.0327,0.7161,0,0.4042
106,9,2,6.5828,0.3381,0.2895,0.0309,0.3113,3,0.0273,0.616,0,0.3933
106,10,1,0.25,2.7353,0.1427,0.1178,0.5948,1,0.0228,0.557,0,0.4797
106,11,1,1.4961,0.5318,0.4986,0.0892,0.8599,3,0.0434,0.853,0,0.6956
106,12,1,0.4885,3.176,0.1147,0.0705,0.7336,2,0.0043,0.0444,0,0.2573
106,13,2,1.6399,3.0516,0.3292,0.0434,0.7477,3,0.0457,0.3737,0,0.3533
106,14,1,0.1129,1.6785,0.3655,0.0172,0.3769,4,0.0201,0.2588,1,0.4314
106,15,0,1.9248,0.7487,0.0447,0.0333,0.2303,2,0.0039,0.5525,0,0.188
106,16,1,0.1759,1.0451,0.3566,0.0242,0.4367,1,0.1854,0.7581,1,0.4866
106,17,1,0.0466,1.4727,0.2993,0.0707,0.9747,7,0.0493,0.42,1,0.0863
106,18,1,2.2612,1.0057,0.2029,0.0724,0.3178,1,0.0641,0.3556,1,0.2193
106,19,2,2.9089,0.2008,0.1972,0.0332,0.4868,3,0.2883,0.1401,0,0.3753
107,0,2,0.4605,2.952,0.1212,0.0374,0.9747,7,0.0115,0.2819,0,0.1133
107,1,2,3.9115,2.803,0.4794,0.012,0.3303,1,0.0183,0.7784,0,0.3078
107,2,0,2.4891,0.0612,0.0418,0.0469,0.1101,1,0.0297,0.3944,1,0.2727
107,3,1,0.919,4.7061,0.1896,0.0102,0.0984,4,0.267,0.5356,0,0.2205
107,4,3,1.7553,2.1763,0.5947,0.2164,0.7966,5,0.0491,0.8639,0,0.2465
107,5,1,2.8771,0.388,0.1106,0.1254,0.0362,3,0.0187,0.6932,1,0.1522
107,6,1,0.039,0.9375,0.1466,0.0467,0.9779,7,0.0246,0.1489,0,0.2578
107,7,1,2.7429,0.0548,0.228,0.0878,0.1944,1,0.0809,0.8252,0,0.6052
107,8,0,2.2364,0.1095,0.1978,0.045,0.5835,1,0.0376,0.1732,0,0.5718
107,9,2,2.1403,4.1214,0.177,0.0819,0.5044,1,0.0578,0.4963,0,0.2718
107,10,2,0.3127,0.1173,0.6327,0.1475,0.7176,4,0.0595,0.9823,0,0.2716
107,11,4,12.8896,0.6401,0.2127,0.1976,0.2373,5,0.104,0.079,0,0.1653
107,12,1,0.2289,0.7829,0.4001,0.1833,0.4557,1,0.0819,0.2573,0,0.2288
107,13,1,1.3199,0.7668,0.2043,0.0084,0.5645,2,0.1184,0.6686,1,0.3033
107,14,2,2.2264,0.0609,0.4887,0.1161,0.1722,1,0.0052,0.8219,1,0.5025
107,15,1,0.2133,1.1451,0.1207,0.1221,0.5976,4,0.0066,0.4283,0,0.2636
107,16,2,6.0621,1.7784,0.4937,0.0261,0.865,4,0.1225,0.1041,0,0.4008
107,17,1,2.0731,1.2109,0.1972,0.0636,0.7751,1,0.173,0.9763,1,0.1185
107,18,1,0.7135,0.4332,0.2015,0.1037,0.9674,3,0.2329,0.8263,0,0.2165
107,19,2,2.5988,1.1488,0.112,0.2474,0.4,3,0.2437,0.0783,0,0.304
108,0,1,0.5197,0.9838,0.3181,0.003,0.2448,5,0.0299,0.8018,1,0.36
108,1,0,0.4867,3.6567,0.3377,0.024,0.0349,1,0.0454,0.8399,0,0.5329
108,2,0,0.0144,1.6549,0.2889,0.0095,0.7248,7,0.027,0.7829,0,0.2041
108,3,1,0.4075,1.8249,0.3323,0.017,0.7514,7,0.0391,0.3177,0,0.6511
108,4,0,0.4755,0.4205,0.3641,0.0878,0.2292,1,0.0154,0.9196,0,0.022
108,5,1,3.8018,0.082,0.3473,0.0655,0.7578,7,0.0766,0.7457,0,0.2509
108,6,1,0.3871,2.2692,0.2719,0.1651,0.3756,3,0.0916,0.6688,0,0.4702
108,7,0,2.9289,0.3108,0.0987,0.0215,0.0858,7,0.0071,0.7896,0,0.6092
108,8,1,2.3282,0.3781,0.2568,0.2018,0.2176,5,0.0404,0.9642,0,0.5199
108,9,0,0.4086,0.7884,0.34,0.2921,0.7048,2,0.0194,0.4469,0,0.1301
108,10,0,0.188,0.7322,0.6294,0.0521,0.6014,4,0.053,0.9333,0,0.6705
108,11,1,0.0644,0.2626,0.1138,0.0942,0.802,7,0.0143,0.1131,1,0.2525
108,12,0,0.2954,0.6241,0.1822,0.0239,0.0685,7,0.0235,0.2719,0,0.9053
108,13,0,0.8902,0.4873,0.4824,0.0231,0.0019,7,0.0131,0.0731,0,0.2541
108,14,0,1.2702,1.6773,0.1551,0.065,0.1066,3,0.0278,0.3448,0,0.2474
108,15,0,0.518,1.6907,0.4799,0.0144,0.1271,6,0.0297,0.2366,0,0.6048
108,16,2,7.934,6.2432,0.0955,0.2478,0.998,6,0.1028,0.1761,1,0.3851
108,17,1,0.3235,5.3345,0.2889,0.0271,0.644,5,0.0251,0.5376,0,0.3678
108,18,0,0.3732,0.3369,0.4607,0.2365,0.2936,6,0.03,0.1415,0,0.7286
108,19,0,2.9781,0.4838,0.3863,0.0008,0.1568,2,0.1706,0.1303,0,0.5032
109,0,1,4.3855,0.0525,0.2012,0.0951,0.5455,3,0.0124,0.1379,1,0.368
109,1,2,3.6132,1.6135,0.164,0.1259,0.7289,4,0.0386,0.5507,1,0.3823
109,2,1,2.3133,0.2211,0.2057,0.0826,0.8747,5,0.023,0.9105,0,0.7346
109,3,2,0.1486,4.287,0.0553,0.1686,0.8733,1,0.0487,0.5794,0,0.3989
109,4,1,0.0506,1.1249,0.3725,0.1685,0.1383,5,0.0569,0.5391,0,0.4105
109,5,1,2.0403,0.3472,0.1219,0.024,0.9662,5,0.077,0.1822,0,0.369
109,6,0,0.57,3.6085,0.1599,0.0349,0.4627,7,0.0237,0.1185,0,0.1618
109,7,1,0.6942,0.145,0.4235,0.1281,0.7735,6,0.0543,0.6612,0,0.8239
109,8,1,3.7133,2.2365,0.2262,0.0935,0.5239,4,0.0081,0.9311,0,0.6439
109,9,2,5.2261,2.2283,0.3368,0.1288,0.3985,2,0.1228,0.253,0,0.3494
109,10,0,0.459,0.2473,0.4321,0.2198,0.2366,1,0.1229,0.0883,0,0.3897
109,11,1,0.2128,0.9272,0.6284,0.0551,0.1609,6,0.0223,0.0627,0,0.1351
109,12,1,0.2891,0.7008,0.1186,0.1516,0.7006,3,0.0263,0.6088,0,0.1461
109,13,1,0.7649,0.5968,0.4432,0.0002,0.7497,1,0.1001,0.0852,0,0.3102
109,14,0,0.7656,0.2258,0.1177,0.03,0.2531,1,0.0472,0.557,0,0.5367
109,15,0,0.0127,0.8406,0.3643,0.0746,0.3117,7,0.0178,0.3973,0,0.1741
109,16,1,0.0974,0.9424,0.4109,0.3182,0.5726,7,0.0987,0.4387,0,0.1109
109,17,2,6.491,1.7717,0.2972,0.0102,0.6574,4,0.0116,0.3562,1,0.4175
109,18,1,2.0521,1.1642,0.1538,0.0142,0.922,6,0.0131,0.9112,0,0.2997
109,19,1,1.1082,0.178,0.3623,0.0587,0.7724,7,0.0137,0.2239,0,0.3342
110,0,1,3.4391,1.8918,0.1235,0.0336,0.1997,2,0.0138,0.637,1,0.3326
110,1,1,1.4594,0.0646,0.349,0.1647,0.689,3,0.0309,0.6415,0,0.3477
110,2,1,5.7084,0.0888,0.3481,0.0433,0.3891,6,0.0187,0.0845,0,0.6961
110,3,1,3.4014,0.415,0.5819,0.1351,0.6342,2,0.0471,0.8493,0,0.4965
110,4,0,1.5472,0.1469,0.2499,0.081,0.626,4,0.0149,0.1828,0,0.4411
110,5,0,0.0787,0.2195,0.1067,0.1026,0.5498,5,0.0094,0.1256,0,0.6906
110,6,2,0.3858,4.3207,0.4104,0.0071,0.3005,1,0.0128,0.166,1,0.3854
110,7,0,0.0455,0.7965,0.2393,0.1337,0.6895,1,0.0908,0.6638,0,0.3623
110,8,1,0.3927,0.5056,0.4405,0.0152,0.5916,2,0.1795,0.9817,0,0.3857
110,9,0,0.296,0.4953,0.138,0.2139,0.2189,6,0.0253,0.5352,0,0.1358
110,10,1,4.7177,0.4733,0.3248,0.0068,0.123,4,0.0662,0.2667,0,0.518
110,11,0,3.6246,0.0971,0.4349,0.011,0.5183,6,0.1016,0.4811,1,0.4237
110,12,1,0.8066,2.0192,0.0931,0.0318,0.7959,2,0.0118,0.8231,0,0.4607
110,13,1,0.9455,3.9881,0.3307,0.1284,0.5415,7,0.025,0.2089,1,0.1106
110,14,1,0.4529,0.7253,0.2682,0.0354,0.5593,2,0.1805,0.9264,0,0.5466
110,15,0,2.5004,1.3822,0.1991,0.0078,0.3604,6,0.0593,0.5632,0,0.4173
110,16,1,5.9139,1.6254,0.4606,0.1931,0.8734,2,0.0133,0.6333,1,0.0928
110,17,1,2.7887,1.0439,0.1604,0.1171,0.0181,5,0.0664,0.6585,1,0.6489
110,18,1,0.5561,1.8558,0.2531,0.0964,0.617,3,0.4156,0.1107,1,0.109
110,19,0,0.1794,0.7124,0.7299,0.0272,0.6695,3,0.0544,0.8248,0,0.2783
111,0,0,0.5667,1.9377,0.2064,0.0643,0.0022,2,0.0788,0.0511,0,0.1657
111,1,1,0.2157,2.216,0.2251,0.0107,0.1334,2,0.0148,0.3848,1,0.2331
111,2,1,0.5981,0.682,0.0291,0.0908,0.1649,7,0.0118,0.745,1,0.2887
111,3,2,1.1217,4.5799,0.4755,0.0729,0.6824,2,0.0095,0.1971,0,0.0825
111,4,1,0.2438,0.1444,0.2639,0.0727,0.9678,1,0.0179,0.9831,0,0.6645
111,5,2,3.3758,0.0139,0.2126,0.3174,0.1822,1,0.0433,0.1507,0,0.1311
111,6,3,0.3131,3.3215,0.4129,0.4521,0.7408,6,0.0216,0.897,0,0.3313
111,7,1,1.6495,1.9153,0.2419,0.0202,0.8728,2,0.3511,0.7291,0,0.3045
111,8,2,2.114,0.8854,0.2899,0.1213,0.1448,4,0.0967,0.075,1,0.176
111,9,0,0.0601,1.1342,0.5047,0.0318,0.4077,4,0.0226,0.924,1,0.0779
111,10,0,0.0389,1.5295,0.5011,0.011,0.3304,5,0.0037,0.7115,0,0.374
111,11,1,0.2459,2.2877,0.2594,0.0129,0.8988,7,0.0404,0.3501,0,0.7731
111,12,4,1.37,0.7196,0.3289,0.5775,0.3971,3,0.0909,0.8452,1,0.3159
111,13,2,0.8577,2.0073,0.2987,0.191,0.9386,4,0.0303,0.5071,1,0.3771
111,14,1,1.4932,0.3399,0.089,0.1156,0.1829,6,0.0222,0.4758,1,0.3314
111,15,2,4.2428,1.2726,0.6744,0.0379,0.4814,5,0.0275,0.0908,0,0.4278
111,16,2,4.502,1.0858,0.3101,0.0174,0.9289,5,0.054,0.2271,1,0.2186
111,17,2,2.8468,0.9508,0.4886,0.0653,0.6688,4,0.1468,0.1586,1,0.5343
111,18,1,1.6319,1.398,0.0452,0.0317,0.4251,4,0.0257,0.6376,0,0.1978
111,19,4,13.0087,6.5269,0.1365,0.0619,0.6125,1,0.1215,0.1675,1,0.8619
112,0,0,1.3057,0.3913,0.3857,0.1523,0.1734,2,0.0049,0.3129,0,0.411
112,1,1,2.8837,0.3192,0.3521,0.0693,0.9351,3,0.0193,0.2209,1,0.6804
112,2,1,1.2077,3.3954,0.1026,0.1152,0.2165,4,0.0242,0.145,1,0.7934
112,3,1,4.0747,0.3555,0.4941,0.205,0.7279,4,0.0785,0.6144,1,0.7531
112,4,0,0.2273,0.7622,0.0496,0.0448,0.7309,6,0.0435,0.9026,0,0.5204
112,5,0,1.1629,0.4922,0.0605,0.0042,0.6709,5,0.1607,0.8462,1,0.2909
112,6,1,1.2894,1.8786,0.4486,0.2398,0.9531,3,0.0193,0.5637,0,0.7999
112,7,1,1.739,1.0249,0.2261,0.0439,0.176,7,0.0496,0.2656,0,0.6802
112,8,0,1.9121,0.2962,0.0244,0.1205,0.159,5,0.0391,0.725,1,0.3271
112,9,1,0.2485,0.9031,0.2477,0.0753,0.7021,2,0.1165,0.1306,0,0.8079
112,10,0,1.5974,0.4775,0.3094,0.0787,0.5799,1,0.0106,0.8098,0,0.2553
112,11,0,0.2086,0.3833,0.2587,0.008,0.1824,2,0.0044,0.9487,0,0.5141
112,12,0,2.5234,0.8167,0.2155,0.0327,0.3182,4,0.0487,0.4882,0,0.6411
112,13,1,3.0256,0.6868,0.3776,0.0524,0.6972,3,0.2368,0.4951,0,0.0893
112,14,1,1.4653,1.5582,0.3442,0.0511,0.9019,2,0.014,0.4358,1,0.0836
112,15,1,0.6083,0.9808,0.1003,0.1628,0.0435,3,0.0202,0.2657,1,0.1636
112,16,0,1.0792,0.2408,0.5618,0.0379,0.6352,3,0.0049,0.0181,0,0.2583
112,17,0,1.4704,0.2126,0.2539,0.0151,0.697,3,0.0171,0.3845,0,0.1655
112,18,1,0.2455,0.6635,0.1443,0.2705,0.795,3,0.0449,0.9936,0,0.0504
112,19,1,2.237,1.1294,0.3463,0.003,0.3403,6,0.1129,0.4381,0,0.3622
113,0,2,4.81,1.694,0.7011,0.2101,0.8098,1,0.0747,0.7698,0,0.5354
113,1,0,0.2179,2.7268,0.1678,0.0418,0.2506,4,0.0229,0.7183,0,0.2702
113,2,0,1.6388,5.0802,0.1099,0.013,0.7215,2,0.0594,0.8898,0,0.4789
113,3,1,1.2363,1.1536,0.3363,0.0031,0.5419,5,0.1263,0.6511,0,0.5154
113,4,1,0.5056,1.0664,0.2341,0.0739,0.8037,4,0.0049,0.6587,0,0.4355
113,5,1,5.2038,0.0412,0.0616,0.087,0.2678,2,0.0026,0.0795,0,0.4763
113,6,3,0.1551,15.0799,0.3336,0.1579,0.2168,3,0.0317,0.3629,1,0.1797
113,7,0,0.3691,0.7309,0.1691,0.002,0.8825,1,0.0088,0.4919,0,0.4308
113,8,1,4.346,0.8052,0.2817,0.076,0.4431,2,0.1053,0.9507,1,0.6021
113,9,1,1.3231,1.9073,0.1678,0.0091,0.5079,6,0.2604,0.0055,0,0.4597
113,10,2,5.6689,4.8268,0.1703,0.0374,0.8186,3,0.0908,0.761,0,0.5362
113,11,2,4.8886,0.6098,0.3082,0.0862,0.4962,1,0.0387,0.7014,1,0.4553
113,12,2,6.9255,0.4629,0.5714,0.0661,0.7013,4,0.0438,0.7386,0,0.144
113,13,1,2.0793,0.3198,0.623,0.004,0.0837,4,0.0299,0.9775,0,0.2421
113,14,0,1.8659,0.753,0.401,0.0289,0.5275,5,0.0177,0.766,0,0.4439
113,15,1,3.76,0.2313,0.3256,0.1145,0.4154,3,0.1014,0.7887,0,0.254
113,16,1,0.2128,3.8965,0.2074,0.1819,0.0693,7,0.1063,0.2374,0,0.2361
113,17,1,3.4675,1.4055,0.112,0.2014,0.4987,2,0.0912,0.0091,0,0.5577
113,18,1,3.4166,1.4295,0.4232,0.0448,0.0963,2,0.1355,0.3407,1,0.2864
113,19,1,2.6881,3.7098,0.0638,0.1576,0.6873,7,0.1909,0.1789,1,0.296
114,0,1,3.2633,0.5432,0.4022,0.0293,0.0414,6,0.0107,0.1331,0,0.4923
114,1,0,1.0348,2.1248,0.3069,0.096,0.1851,5,0.2259,0.7563,0,0.4802
114,2,1,1.4293,0.3132,0.1324,0.1014,0.6364,7,0.2284,0.8671,0,0.6798
114,3,0,1.2866,2.067,0.2985,0.0336,0.6295,3,0.0729,0.0117,0,0.6761
114,4,0,5.5336,2.837,0.0924,0.1144,0.3262,2,0.0143,0.0054,0,0.2311
114,5,0,0.7059,1.1816,0.3974,0.0503,0.1474,5,0.0192,0.117,0,0.3572
114,6,1,1.3027,0.2555,0.4474,0.092,0.2993,4,0.0435,0.113,1,0.4442
114,7,0,0.0527,0.8002,0.2209,0.1056,0.5631,1,0.051,0.3598,0,0.3715
114,8,0,0.8007,0.9273,0.2627,0.0667,0.5341,1,0.2306,0.075,0,0.6091
114,9,0,1.7936,0.2447,0.1629,0.1666,0.7207,6,0.0593,0.5496,0,0.6212
114,10,1,1.8389,1.9686,0.26,0.1833,0.8847,3,0.1279,0.666,0,0.6002
114,11,1,2.0685,0.8093,0.2537,0.0396,0.5595,3,0.0403,0.0139,0,0.0883
114,12,0,3.8696,2.1872,0.182,0.0817,0.8945,2,0.0198,0.4001,0,0.0632
114,13,0,1.52,1.4249,0.2149,0.0107,0.9586,1,0.0682,0.9723,0,0.42
114,14,0,1.742,0.4367,0.39,0.1221,0.2899,7,0.0115,0.8941,1,0.6462
114,15,0,0.655,0.5694,0.2094,0.2385,0.6883,6,0.0134,0.2295,0,0.7505
114,16,0,0.0408,0.1504,0.1203,0.0574,0.841,6,0.0917,0.2364,0,0.3679
114,17,1,1.8102,0.4489,0.1202,0.2141,0.6547,6,0.1512,0.2941,1,0.6387
114,18,1,1.1432,1.7728,0.2794,0.3133,0.4959,1,0.0327,0.6403,0,0.68
114,19,0,1.3559,4.6932,0.0911,0.2047,0.4685,5,0.0254,0.9732,0,0.1296
115,0,2,9.3259,3.4809,0.3652,0.2061,0.2431,7,0.0786,0.7981,1,0.489
115,1,1,4.8727,1.9883,0.1434,0.0824,0.8865,4,0.0355,0.0627,0,0.5153
115,2,0,2.4205,1.0182,0.1377,0.0146,0.4875,7,0.1525,0.4968,1,0.4138
115,3,0,3.8253,0.4262,0.324,0.0588,0.4817,3,0.0707,0.7336,0,0.2414
115,4,0,0.0011,0.0899,0.5099,0.2094,0.1074,7,0.0179,0.1884,1,0.7626
115,5,1,11.7661,0.7978,0.2787,0.0256,0.5723,7,0.0653,0.8768,0,0.3351
115,6,1,2.2866,0.5439,0.1453,0.0117,0.1642,7,0.0269,0.5804,0,0.4116
115,7,0,0.1762,1.1894,0.3215,0.0446,0.9626,1,0.0546,0.1359,1,0.4636
115,8,1,1.6899,1.2084,0.3345,0.0445,0.518,2,0.0255,0.4895,1,0.0786
115,9,1,0.8405,2.4173,0.1948,0.1296,0.2054,7,0.031,0.3502,0,0.3827
115,10,0,3.4121,3.5796,0.3864,0.1668,0.336,5,0.0083,0.8672,0,0.6537
115,11,0,1.3972,1.2987,0.4018,0.0428,0.3851,5,0.0384,0.3386,0,0.4459
115,12,0,6.2433,3.1132,0.2405,0.0187,0.515,5,0.0236,0.4688,1,0.354
115,13,1,1.722,1.5153,0.222,0.0222,0.166,2,0.0194,0.659,0,0.4395
115,14,0,0.3762,0.1908,0.0919,0.0007,0.4332,4,0.0701,0.5977,0,0.6173
115,15,0,1.4447,0.6704,0.1415,0.0838,0.752,5,0.0629,0.5083,1,0.1476
115,16,0,0.8706,3.3762,0.4417,0.0451,0.6123,1,0.0714,0.2744,0,0.2424
115,17,0,1.2417,0.9764,0.1752,0.3227,0.7473,5,0.1315,0.3539,0,0.2267
115,18,0,1.8236,1.4284,0.3746,0.1878,0.9274,5,0.0229,0.996,0,0.2069
115,19,0,2.1522,1.0051,0.4014,0.0162,0.6281,5,0.0439,0.3523,0,0.3329
116,0,1,0.6798,1.3474,0.5039,0.0242,0.0757,6,0.0365,0.1776,0,0.0984
116,1,1,1.5024,1.0057,0.1115,0.0191,0.7624,6,0.0118,0.9375,1,0.5767
116,2,3,1.772,1.1487,0.5212,0.4386,0.5249,2,0.0457,0.7169,1,0.3154
116,3,1,1.7473,2.1715,0.1356,0.0136,0.1699,3,0.0146,0.9171,0,0.633
116,4,1,0.0959,0.0259,0.2355,0.0174,0.4842,5,0.0174,0.8048,0,0.5566
116,5,1,1.2364,0.4023,0.2056,0.0685,0.8007,1,0.0262,0.3327,1,0.5318
116,6,0,1.0739,0.6574,0.2393,0.0901,0.03,6,0.0739,0.9837,1,0.0993
116,7,1,0.2556,5.059,0.1898,0.077,0.9748,7,0.0794,0.814,0,0.1881
116,8,1,1.124,1.6946,0.0466,0.3458,0.1205,4,0.1868,0.9334,0,0.3362
116,9,2,2.588,3.2652,0.0682,0.0876,0.4411,1,0.1135,0.5667,1,0.5025
116,10,0,1.526,2.1115,0.2562,0.0019,0.4651,2,0.1649,0.3633,1,0.6876
116,11,2,3.3373,2.5205,0.1932,0.0553,0.2708,6,0.0395,0.2154,0,0.3672
116,12,1,1.831,0.4378,0.0687,0.0477,0.789,5,0.0572,0.9207,0,0.4207
116,13,1,1.9083,1.42,0.1821,0.1922,0.0069,1,0.0833,0.9225,0,0.6357
116,14,1,2.8987,3.24,0.0839,0.0553,0.811,3,0.0799,0.2916,0,0.2375
116,15,1,1.6894,0.128,0.356,0.1501,0.4134,2,0.1616,0.037,0,0.4737
116,16,1,2.7432,0.0649,0.362,0.0604,0.0818,4,0.1942,0.2375,0,0.559
116,17,1,0.2944,1.2875,0.2214,0.0727,0.7929,4,0.042,0.5855,0,0.5116
116,18,1,1.096,0.1809,0.6131,0.0739,0.0307,4,0.1989,0.398,1,0.3706
116,19,2,2.3182,0.5607,0.0872,0.1982,0.087,6,0.0966,0.6132,1,0.473
117,0,1,0.5524,2.3371,0.2145,0.1382,0.4177,5,0.0208,0.4454,1,0.4139
117,1,0,0.6853,0.0292,0.0724,0.0362,0.3379,6,0.0343,0.6209,0,0.474
117,2,1,0.8611,1.8005,0.1832,0.013,0.1682,7,0.1191,0.9076,0,0.4077
117,3,1,0.4946,0.1083,0.3124,0.0442,0.9759,2,0.0801,0.8766,1,0.212
117,4,1,3.2944,0.4077,0.4979,0.0369,0.0209,6,0.003,0.9694,0,0.6309
117,5,2,3.1974,3.8907,0.0802,0.2114,0.2107,6,0.2133,0.8219,1,0.3532
117,6,1,0.1186,0.5486,0.1245,0.2657,0.5988,3,0.0118,0.4065,0,0.6127
117,7,2,6.513,0.5456,0.3642,0.0027,0.4071,3,0.0155,0.9647,0,0.179
117,8,1,2.8683,0.2665,0.4227,0.1168,0.357,7,0.0119,0.0625,0,0.1987
117,9,2,0.7075,2.5109,0.1284,0.3187,0.6635,2,0.0201,0.1307,1,0.6311
117,10,1,0.2292,1.4164,0.0688,0.1141,0.797,3,0.0054,0.45,0,0.3953
117,11,2,0.152,0.9845,0.4743,0.1013,0.6131,7,0.0593,0.7863,1,0.1678
117,12,2,1.9258,1.1234,0.2879,0.3481,0.3106,5,0.0358,0.5731,1,0.6326
117,13,1,2.2165,0.6168,0.1107,0.0297,0.9601,2,0.0114,0.2455,1,0.2772
117,14,2,2.601,0.3482,0.3045,0.0602,0.253,5,0.0425,0.8606,0,0.0803
117,15,1,0.4494,0.4905,0.4947,0.0494,0.2796,6,0.0062,0.0262,1,0.6195
117,16,2,4.8433,0.1912,0.5496,0.0227,0.6483,3,0.0795,0.579,0,0.4935
117,17,2,1.0212,6.3797,0.2894,0.0924,0.9884,4,0.3,0.2004,0,0.5954
117,18,1,0.1436,1.416,0.1651,0.0644,0.9017,1,0.0146,0.3613,0,0.4014
117,19,1,0.0152,0.4439,0.148,0.2563,0.3636,5,0.0997,0.9019,0,0.7469
118,0,1,0.1769,0.3454,0.2115,0.0604,0.3265,2,0.0713,0.256,1,0.437
118,1,1,0.7659,0.4296,0.1888,0.0572,0.7035,6,0.0404,0.4121,0,0.0474
118,2,2,1.7587,4.6948,0.5204,0.1019,0.4959,5,0.1337,0.2319,0,0.2745
118,3,0,0.2949,0.5792,0.2996,0.0353,0.5213,7,0.0091,0.1834,0,0.4056
118,4,1,0.8493,0.4271,0.2253,0.0013,0.7238,2,0.0574,0.8151,1,0.1393
